iteration,time,relativeError
1,0.14198994636535645,0.964284523341
2,0.32671189308166504,0.962144256517
3,0.49004292488098145,0.959776964692
4,0.6440110206604004,0.95411165362
5,0.7975258827209473,0.933531774967
6,0.9448919296264648,0.89229949868
7,1.0881989002227783,0.848613059645
8,1.2481129169464111,0.815326190208
9,1.3926470279693604,0.79235450594
10,1.534559965133667,0.776035296818
11,1.6756370067596436,0.763852855934
12,1.8218529224395752,0.754317828768
13,1.9636988639831543,0.746561801244
14,2.1050260066986084,0.740054708049
15,2.246999979019165,0.734534875641
16,2.3941810131073,0.7298663262
17,2.5386970043182373,0.725936392122
18,2.6846909523010254,0.722641948365
19,2.8202199935913086,0.719880036342
20,2.9655749797821045,0.717564204959
21,3.1037790775299072,0.715628158261
22,3.263298988342285,0.714004443375
23,3.4017059803009033,0.712620778265
24,3.540040969848633,0.711423505463
25,3.680933952331543,0.710371631784
26,3.824681043624878,0.709438308165
27,3.9615650177001953,0.708605200144
28,4.10440993309021,0.707855706427
29,4.249089002609253,0.707175241181
30,4.3949220180511475,0.706553925444
31,4.533582925796509,0.705986144567
32,4.6804280281066895,0.705468471633
33,4.822789907455444,0.704996465602
34,4.971598863601685,0.704565663503
35,5.116389036178589,0.704172371713
36,5.264369964599609,0.703813116248
37,5.398500919342041,0.703483908934
38,5.5428760051727295,0.703180105108
39,5.685671091079712,0.702896805654
40,5.835664987564087,0.702631018365
41,5.9731669425964355,0.70238412156
42,6.13686990737915,0.702157630565
43,6.278863906860352,0.701948054229
44,6.427664041519165,0.701751227551
45,6.568278074264526,0.701564409025
46,6.717505931854248,0.701386228176
47,6.85496187210083,0.7012170957
48,7.000935077667236,0.701057984188
49,7.143431901931763,0.700909630451
50,7.2933759689331055,0.70077252653
51,7.43889307975769,0.70064615589
52,7.603564977645874,0.700529047887
53,7.768186092376709,0.700419597704
54,7.919857025146484,0.700316554953
55,8.069881916046143,0.700219053396
56,8.229748964309692,0.700126933262
57,8.375237941741943,0.700039614671
58,8.523535966873169,0.699956071335
59,8.66182804107666,0.69987588399
60,8.824832916259766,0.699799004212
61,8.967550039291382,0.69972524415
62,9.117179870605469,0.699654393667
63,9.261957883834839,0.699586405178
64,9.402967929840088,0.699521293123
65,9.540255069732666,0.699459000414
66,9.683858871459961,0.699399253864
67,9.82676100730896,0.699341477265
68,9.969222068786621,0.699285295888
69,10.10788893699646,0.699230846044
70,10.26125192642212,0.699178028564
71,10.405000925064087,0.699126860254
72,10.556430101394653,0.699077429673
73,10.700305938720703,0.699029683273
74,10.86488389968872,0.698983420851
75,11.033770084381104,0.698938228531
76,11.205147981643677,0.698893828632
77,11.382446050643921,0.698850144631
78,11.552645921707153,0.69880725716
79,11.73019289970398,0.698765304626
80,11.917535066604614,0.698724410892
81,12.062901020050049,0.6986846897
82,12.21531891822815,0.698646224247
83,12.437992095947266,0.698608981608
84,12.664753913879395,0.698572800682
85,12.85659408569336,0.69853747096
86,13.05833387374878,0.698502802012
87,13.268523931503296,0.698468664024
88,13.494343996047974,0.698434999842
89,13.65305209159851,0.698402000969
90,13.79627799987793,0.69836992164
91,13.961298942565918,0.698338934727
92,14.101010084152222,0.698309294341
93,14.241816997528076,0.698281043654
94,14.382958889007568,0.698253974987
95,14.523212909698486,0.698227841246
96,14.658726930618286,0.698202738829
97,14.801837921142578,0.698178623402
98,14.938822984695435,0.698155178697
99,15.077481031417847,0.698132348961
100,15.218162059783936,0.698110096797
101,15.357424974441528,0.698088328171
102,15.49711298942566,0.698066986465
103,15.638123989105225,0.698046057774
104,15.774547100067139,0.698025517818
105,15.922487020492554,0.698005315265
106,16.064328908920288,0.697985409431
107,16.210103034973145,0.697965798839
108,16.349448919296265,0.697946521369
109,16.50012993812561,0.697927659143
110,16.641210079193115,0.697909342796
111,16.78996992111206,0.697891654737
112,16.928214073181152,0.697874525533
113,17.082274913787842,0.697857893175
114,17.22899103164673,0.697841846048
115,17.37801694869995,0.697826321431
116,17.514816999435425,0.697811143546
117,17.675846099853516,0.697796267203
118,17.834886074066162,0.697781699527
119,18.00812292098999,0.697767421882
120,18.144672870635986,0.697753423917
121,18.290301084518433,0.697739713012
122,18.435822010040283,0.697726285245
123,18.581191062927246,0.697713100922
124,18.7239089012146,0.697700115984
125,18.868283987045288,0.697687326615
126,19.015042066574097,0.697674743356
127,19.169326066970825,0.697662336476
128,19.31603503227234,0.697650047292
129,19.476933002471924,0.697637799016
130,19.625524044036865,0.697625509381
131,19.82268500328064,0.697613113743
132,19.99007296562195,0.69760058337
133,20.26605486869812,0.697587929135
134,20.432312965393066,0.697575189946
135,20.600679874420166,0.697562439878
136,20.766064882278442,0.697549808646
137,20.92819094657898,0.697537443539
138,21.079045057296753,0.697525421356
139,21.239553928375244,0.697513702993
140,21.376466989517212,0.697502172892
141,21.525728940963745,0.697490723961
142,21.68421196937561,0.697479327804
143,21.848788022994995,0.697468028269
144,22.03590703010559,0.697456847849
145,22.185189962387085,0.697445716292
146,22.3510320186615,0.697434526103
147,22.517720937728882,0.697423345984
148,22.799699068069458,0.697412413076
149,23.017196893692017,0.697401724906
150,23.21475601196289,0.697391108861
151,23.365638971328735,0.697380456709
152,23.528078079223633,0.697369775795
153,23.683146953582764,0.697359188842
154,23.84206986427307,0.697348864204
155,23.985821962356567,0.697338894416
156,24.18074107170105,0.697329238832
157,24.338584899902344,0.697319778907
158,24.546726942062378,0.697310390084
159,24.70140790939331,0.697300976904
160,24.865565061569214,0.697291471881
161,25.02817392349243,0.697281814166
162,25.179744005203247,0.69727198674
