iteration,time,relativeError
1,1.2445788383483887,0.957268185808
2,2.2474608421325684,0.941533270245
3,3.1230249404907227,0.932397030029
4,3.976679801940918,0.929671000607
5,5.042212963104248,0.928667870019
6,6.157955884933472,0.927988248718
7,7.160333871841431,0.927288083837
8,8.356496810913086,0.926570795565
9,9.418154001235962,0.926007642506
10,10.471608877182007,0.925689659452
11,11.499002933502197,0.925533256946
12,12.52448296546936,0.925465616858
13,13.889357805252075,0.925439512701
14,15.289073944091797,0.925428651851
15,16.285215854644775,0.925423623855
16,17.17874789237976,0.925421131289
17,18.09560489654541,0.925419851737
18,19.108197927474976,0.925419180823
19,20.283552885055542,0.92541882269
20,21.245815992355347,0.925418629066
21,22.67763900756836,0.925418523193
22,24.114046812057495,0.92541846471
23,25.164766788482666,0.925418432216
24,26.292548894882202,0.925418414161
25,27.244054794311523,0.925418404114
26,28.207067012786865,0.925418398512
27,29.102659940719604,0.925418395386
28,30.049155950546265,0.925418393641
29,31.173611879348755,0.925418392665
30,32.189799785614014,0.925418392121
31,33.169264793395996,0.925418391816
32,34.15382981300354,0.925418391646
33,35.051424980163574,0.925418391551
34,35.97737097740173,0.925418391497
35,36.971553802490234,0.925418391468
36,37.86145997047424,0.925418391451
37,38.75006699562073,0.925418391442
38,39.646003007888794,0.925418391436
39,40.57484698295593,0.925418391434
40,41.52511787414551,0.925418391432
41,42.424641847610474,0.925418391431
42,43.320854902267456,0.925418391431
43,44.21110200881958,0.92541839143
44,45.13194680213928,0.92541839143
45,46.07761192321777,0.92541839143
46,46.96907901763916,0.92541839143
47,47.864067792892456,0.92541839143
48,48.750367879867554,0.92541839143
49,49.633137941360474,0.92541839143
50,50.508482933044434,0.92541839143
51,51.37749886512756,0.92541839143
52,52.270251989364624,0.92541839143
53,53.27117395401001,0.92541839143
54,54.33546686172485,0.92541839143
55,55.220661878585815,0.92541839143
56,56.173259973526,0.92541839143
57,57.0709228515625,0.92541839143
58,57.96613693237305,0.92541839143
59,58.86416983604431,0.92541839143
60,59.76953101158142,0.92541839143
61,60.66109299659729,0.92541839143
62,61.56083583831787,0.92541839143
63,62.461140871047974,0.92541839143
64,63.346035957336426,0.92541839143
65,64.23782801628113,0.92541839143
66,65.17159295082092,0.92541839143
67,66.05523681640625,0.92541839143
68,66.9766538143158,0.92541839143
69,67.85936999320984,0.92541839143
70,68.7355318069458,0.92541839143
71,69.62394094467163,0.92541839143
72,70.52252388000488,0.92541839143
73,71.44387698173523,0.92541839143
74,72.44481587409973,0.92541839143
75,73.31288480758667,0.92541839143
76,74.17003083229065,0.92541839143
77,75.05905199050903,0.92541839143
78,75.93026280403137,0.92541839143
79,76.8547248840332,0.92541839143
80,77.71744799613953,0.92541839143
81,78.58217287063599,0.92541839143
82,79.46634292602539,0.92541839143
83,80.34605598449707,0.92541839143
84,81.21007680892944,0.92541839143
85,82.09684801101685,0.92541839143
86,82.9895989894867,0.92541839143
87,83.89235782623291,0.92541839143
88,84.8004298210144,0.92541839143
89,85.70571780204773,0.92541839143
90,86.61995697021484,0.92541839143
91,87.55174279212952,0.92541839143
92,88.44698786735535,0.92541839143
93,89.34148693084717,0.92541839143
94,90.23652482032776,0.92541839143
95,91.12687397003174,0.92541839143
96,92.02168083190918,0.92541839143
97,92.92991089820862,0.92541839143
98,93.81429290771484,0.92541839143
99,94.7202718257904,0.92541839143
100,95.61333680152893,0.92541839143
101,96.51080298423767,0.92541839143
102,97.46498680114746,0.92541839143
103,98.36177587509155,0.92541839143
104,99.2582437992096,0.92541839143
105,100.17581582069397,0.92541839143
106,101.06461596488953,0.92541839143
107,101.97603583335876,0.92541839143
108,102.8582968711853,0.92541839143
109,103.74823689460754,0.92541839143
110,104.6620819568634,0.92541839143
111,105.55349087715149,0.92541839143
112,106.44965600967407,0.92541839143
113,107.38881993293762,0.92541839143
114,108.28206586837769,0.92541839143
115,109.19024586677551,0.92541839143
116,110.06947183609009,0.92541839143
117,110.94505882263184,0.92541839143
118,111.82196092605591,0.92541839143
119,112.72351098060608,0.92541839143
120,113.61535596847534,0.92541839143
121,114.5188958644867,0.92541839143
122,115.46687579154968,0.92541839143
123,116.33626294136047,0.92541839143
124,117.24967789649963,0.92541839143
125,118.17475485801697,0.92541839143
126,119.06140995025635,0.92541839143
127,119.96387386322021,0.92541839143
128,120.83589100837708,0.92541839143
129,121.69638800621033,0.92541839143
130,122.74584984779358,0.92541839143
131,123.69492483139038,0.92541839143
132,125.05427694320679,0.92541839143
133,126.1112449169159,0.92541839143
134,127.20054984092712,0.92541839143
135,128.1552119255066,0.92541839143
136,129.14451384544373,0.92541839143
137,130.28194999694824,0.92541839143
138,131.35943794250488,0.92541839143
139,132.46417999267578,0.92541839143
140,133.41011095046997,0.92541839143
141,134.59252786636353,0.92541839143
142,135.57141399383545,0.92541839143
143,136.51884078979492,0.92541839143
144,137.43719100952148,0.92541839143
145,138.3519217967987,0.92541839143
146,139.2655909061432,0.92541839143
147,140.13412284851074,0.92541839143
148,140.99594283103943,0.92541839143
149,141.8597869873047,0.92541839143
150,142.7113528251648,0.92541839143
151,143.56767582893372,0.92541839143
152,144.43073391914368,0.92541839143
153,145.295156955719,0.92541839143
154,146.14260697364807,0.92541839143
155,146.99369883537292,0.92541839143
156,147.85365200042725,0.92541839143
157,148.75608682632446,0.92541839143
158,149.62020778656006,0.92541839143
159,150.46693801879883,0.92541839143
160,151.31482481956482,0.92541839143
161,152.1673228740692,0.92541839143
162,153.01170897483826,0.92541839143
163,153.86401295661926,0.92541839143
164,154.7303159236908,0.92541839143
165,155.57804679870605,0.92541839143
166,156.4391438961029,0.92541839143
167,157.28875494003296,0.92541839143
168,158.16424584388733,0.92541839143
169,159.03311491012573,0.92541839143
170,159.90334486961365,0.92541839143
171,160.75419998168945,0.92541839143
172,161.60424995422363,0.92541839143
173,162.44702887535095,0.92541839143
174,163.29335379600525,0.92541839143
175,164.14947485923767,0.92541839143
176,165.03201580047607,0.92541839143
177,165.88414192199707,0.92541839143
178,166.7306568622589,0.92541839143
179,167.5796799659729,0.92541839143
180,168.47997188568115,0.92541839143
181,169.52644896507263,0.92541839143
182,170.760981798172,0.92541839143
183,171.7980558872223,0.92541839143
184,173.08396196365356,0.92541839143
185,174.18195986747742,0.92541839143
186,175.80715489387512,0.92541839143
187,176.73950481414795,0.92541839143
188,177.87744784355164,0.92541839143
189,179.07987689971924,0.92541839143
190,180.10667395591736,0.92541839143
191,181.1563789844513,0.92541839143
192,182.1571547985077,0.92541839143
193,183.32534289360046,0.92541839143
194,184.39292693138123,0.92541839143
195,185.57156085968018,0.92541839143
196,186.43319702148438,0.92541839143
197,187.46941995620728,0.92541839143
198,188.34285497665405,0.92541839143
199,189.26776695251465,0.92541839143
200,190.3985288143158,0.92541839143
201,191.4318709373474,0.92541839143
202,192.44206881523132,0.92541839143
203,193.3914918899536,0.92541839143
204,194.25175285339355,0.92541839143
205,195.30488395690918,0.92541839143
206,196.2696487903595,0.92541839143
207,197.38528180122375,0.92541839143
208,198.4856698513031,0.92541839143
209,199.509379863739,0.92541839143
210,200.50173997879028,0.92541839143
211,201.34793281555176,0.92541839143
212,202.32635593414307,0.92541839143
213,203.23270678520203,0.92541839143
214,204.2044599056244,0.92541839143
215,205.23742198944092,0.92541839143
216,206.2195098400116,0.92541839143
217,207.06373381614685,0.92541839143
218,207.94234085083008,0.92541839143
219,208.7980408668518,0.92541839143
220,209.69676780700684,0.92541839143
221,210.54003882408142,0.92541839143
222,211.3812699317932,0.92541839143
223,212.30415296554565,0.92541839143
224,213.31130385398865,0.92541839143
225,214.74197101593018,0.92541839143
226,215.68410682678223,0.92541839143
227,216.53077292442322,0.92541839143
228,217.3813419342041,0.92541839143
229,218.2264859676361,0.92541839143
230,219.0743110179901,0.92541839143
231,220.0527698993683,0.92541839143
232,221.04938983917236,0.92541839143
233,222.01017999649048,0.92541839143
234,222.8989498615265,0.92541839143
235,223.8399019241333,0.92541839143
236,224.78907179832458,0.92541839143
237,225.631817817688,0.92541839143
238,226.5777838230133,0.92541839143
